0,18.97,18.83,18.67,18.5,18.37,18.3,18.13,18.0,17.87,17.77,17.7,17.67,19.7,22.2,23.0,23.8,24.27,24.2,24.17,23.93,23.87,23.87,24.1,24.2,24.37,24.9,24.83,24.87,24.6,24.4,24.37,24.1,23.83,23.87,22.93,22.03,21.7,21.47,21.27,21.1,20.9,20.77,20.6,20.43,20.27,20.13,19.93,19.73
0,19.37,19.23,19.03,18.83,18.73,18.63,18.53,18.4,18.27,18.2,18.13,18.1,19.9,22.07,22.67,23.37,23.7,23.73,23.77,23.5,23.17,23.07,23.07,23.13,23.5,23.8,23.57,23.67,23.67,23.53,23.47,23.13,22.93,22.93,22.47,22.07,21.93,21.77,21.6,21.43,21.27,21.17,20.93,20.8,20.67,20.53,20.33,20.17
0,19.23,19.07,18.93,18.73,18.63,18.53,18.4,18.3,18.17,18.03,17.97,17.97,20.5,22.9,23.77,24.27,24.47,24.67,24.47,24.1,23.73,23.63,23.7,23.83,24.23,24.6,24.43,24.33,24.27,24.0,24.0,23.63,23.5,23.53,22.73,22.1,21.87,21.63,21.43,21.27,21.17,21.03,20.83,20.7,20.53,20.4,20.2,20.0
0,19.47,19.33,19.17,19.07,18.93,18.87,18.73,18.67,18.47,18.43,18.47,18.4,21.03,23.17,23.8,24.53,24.9,24.9,24.57,23.63,23.17,23.1,23.2,23.3,23.93,24.63,24.5,24.5,24.4,24.2,24.07,23.63,23.57,23.6,22.7,22.13,21.97,21.77,21.57,21.43,21.33,21.23,21.07,20.87,20.77,20.63,20.43,20.23
0,19.1,18.97,18.83,18.67,18.6,18.5,18.33,18.23,18.1,18.13,18.07,18.13,19.9,22.07,22.7,23.2,23.4,23.6,23.57,23.2,22.97,22.8,22.9,22.93,23.2,24.03,23.97,23.93,23.9,23.8,23.53,23.07,23.0,23.07,22.23,21.7,21.53,21.4,21.23,21.1,21.0,20.93,20.7,20.57,20.43,20.3,20.13,19.9
0,19.1,18.97,18.77,18.67,18.6,18.53,18.33,18.4,18.13,18.2,18.23,18.23,20.4,22.77,23.4,23.87,24.07,24.2,24.0,23.37,22.97,22.97,23.1,23.13,23.7,24.3,24.23,24.17,24.13,24.1,23.97,23.47,23.4,23.53,22.63,21.77,21.57,21.37,21.2,21.13,21.0,20.9,20.7,20.57,20.43,20.33,20.1,19.9
0,18.6,18.47,18.33,18.2,18.07,18.03,17.87,17.73,17.63,17.6,17.6,17.6,19.63,21.73,22.53,23.23,23.7,24.03,24.17,23.73,23.3,22.73,22.8,22.97,23.4,24.43,24.53,24.77,24.8,24.77,24.5,23.73,23.6,23.87,22.57,21.43,21.2,21.0,20.8,20.63,20.53,20.4,20.17,20.03,19.87,19.73,19.53,19.33
0,18.8,18.63,18.5,18.4,18.3,18.27,18.1,18.1,17.9,17.93,17.9,17.93,19.97,21.97,22.77,23.5,23.97,24.23,24.57,24.27,23.8,23.2,23.3,23.37,24.03,24.87,25.0,25.2,25.2,25.17,24.93,24.07,23.87,24.13,22.87,21.6,21.37,21.1,20.93,20.83,20.77,20.63,20.33,20.17,20.03,19.87,19.7,19.53
0,18.8,18.67,18.47,18.33,18.23,18.23,18.07,18.03,17.9,17.97,17.93,17.97,19.8,21.73,22.43,23.17,23.47,23.73,23.97,23.6,23.3,22.8,22.97,23.03,23.53,24.13,24.13,24.23,24.2,24.13,23.9,23.37,23.3,23.43,22.53,21.6,21.5,21.23,21.1,21.0,20.83,20.67,20.43,20.27,20.1,19.97,19.73,19.5
0,17.83,17.67,17.37,17.17,17.07,16.93,16.77,16.63,16.53,16.53,16.53,16.6,19.73,22.63,23.4,23.9,24.07,24.07,24.43,24.27,24.17,24.47,24.8,24.63,24.77,24.93,24.9,24.93,25.07,25.37,25.13,25.17,24.7,24.37,23.27,22.0,21.9,21.53,21.17,20.63,20.23,20.2,19.83,19.67,19.5,19.33,18.8,18.27
